"_id","EVENT_UNIQUE_ID","OCCURRENCE_YEAR","OCCURRENCE_DATE","OCCURRENCE_TIME","REPORTED_YEAR","REPORTED_DATE","REPORTED_TIME","DIVISION","LOCATION_TYPE","AGE_BIAS","MENTAL_OR_PHYSICAL_DISABILITY","RACE_BIAS","ETHNICITY_BIAS","LANGUAGE_BIAS","RELIGION_BIAS","SEXUAL_ORIENTATION_BIAS","GENDER_BIAS","MULTIPLE_BIAS","PRIMARY_OFFENCE","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","ARREST_MADE"
328,"GO-20201010327","2020","2020-05-26","1","2020","2020-06-01","1738","D52","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Muslim","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
329,"GO-20201024209","2020","2020-05-29","1900","2020","2020-06-03","2247","D32","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","034","Bathurst Manor (34)","034","Bathurst Manor (34)","YES"
330,"GO-2020997632","2020","2020-05-30","1600","2020","2020-05-30","1737","D52","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","079","University (79)","079","University (79)","NO"
331,"GO-20201003953","2020","2020-05-30","1200","2020","2020-05-31","1739","D52","Public Transportation","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","NO"
332,"GO-20209014360","2020","2020-05-30","507","2020","2020-06-01","1629","D32","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","034","Bathurst Manor (34)","034","Bathurst Manor (34)","NO"
333,"GO-20201630415","2020","2020-06-01","230","2020","2020-09-03","1400","D14","Other Commercial / Corporate Places ","NO","NO","None","None","None","None","Lesbian","None","NO","Criminal Harassment","165","Harbourfront-CityPlace (165)","077","Waterfront Communities-The Island (77)","YES"
334,"GO-20201007925","2020","2020-06-01","1100","2020","2020-06-01","1136","D41","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","NSA","NSA","NSA","NSA","NO"
335,"GO-20201013472","2020","2020-06-02","753","2020","2020-06-02","753","D23","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","001","West Humber-Clairville (1)","001","West Humber-Clairville (1)","NO"
336,"GO-20201020387","2020","2020-06-02","1400","2020","2020-06-03","911","D32","Streets/Roadways/Highway","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","152","East Willowdale (152)","051","Willowdale East (51)","NO"
337,"GO-20201021991","2020","2020-06-03","1300","2020","2020-06-03","1329","D11","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","None","Gay","None","NO","Criminal Harassment","171","Junction-Wallace Emerson (171)","093","Dovercourt-Wallace Emerson-Junction (93)","NO"
338,"GO-20201052329","2020","2020-06-05","2300","2020","2020-06-08","901","D32","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","105","Lawrence Park North (105)","105","Lawrence Park North (105)","NO"
339,"GO-20201041679","2020","2020-06-06","1230","2020","2020-06-06","1331","D14","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Interfere With Property","079","University (79)","079","University (79)","NO"
340,"GO-20201044099","2020","2020-06-06","2041","2020","2020-06-06","2041","D41","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Assault","119","Wexford/Maryvale (119)","119","Wexford/Maryvale (119)","YES"
341,"GO-20201067559","2020","2020-06-09","1530","2020","2020-06-10","1627","D55","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","None","None","NO","Mischief Interfere With Property","059","Danforth East York (59)","059","Danforth East York (59)","YES"
342,"GO-20201072586","2020","2020-06-11","927","2020","2020-06-11","927","D31","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Mischief Interfere With Property","027","York University Heights (27)","027","York University Heights (27)","NO"
343,"GO-20201102574","2020","2020-06-13","637","2020","2020-06-15","2047","D52","Religious Place of Worship/Cultural Centre","NO","NO","None","None","None","Muslim","None","None","NO","Mischief To Religious Property, Educational Institutions, Etc.","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
344,"GO-20201110209","2020","2020-06-16","2138","2020","2020-06-16","2151","D51","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Assault","073","Moss Park (73)","073","Moss Park (73)","NO"
345,"GO-20201108335","2020","2020-06-16","1430","2020","2020-06-16","1624","D51","Streets/Roadways/Highway","NO","NO","None","Chinese","None","None","None","None","NO","Assault","166","St Lawrence-East Bayfront-The Islands (166)","077","Waterfront Communities-The Island (77)","YES"
346,"GO-20201122204","2020","2020-06-18","1424","2020","2020-06-18","1537","D51","Medical Facility (Hospitals, Long-term Care, etc.)","NO","NO","Black","None","None","None","None","None","NO","Assault","168","Downtown Yonge East (168)","075","Church-Yonge Corridor (75)","YES"
347,"GO-20201125942","2020","2020-06-19","420","2020","2020-06-19","527","D51","Other Commercial / Corporate Places ","NO","NO","None","Indian","None","None","None","None","NO","Assault With a Weapon","073","Moss Park (73)","073","Moss Park (73)","YES"
348,"GO-20201138124","2020","2020-06-20","1400","2020","2020-06-20","2101","D22","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Mischief Interfere With Property","011","Eringate-Centennial-West Deane (11)","011","Eringate-Centennial-West Deane (11)","NO"
349,"GO-20201141523","2020","2020-06-21","1207","2020","2020-06-21","1207","D11","Streets/Roadways/Highway","NO","NO","Black","None","None","None","None","None","NO","Wilful Promotion of Hatred","088","High Park North (88)","088","High Park North (88)","NO"
350,"GO-20201185810","2020","2020-06-26","1300","2020","2020-06-27","2302","D51","Other Commercial / Corporate Places ","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","072","Regent Park (72)","072","Regent Park (72)","NO"
351,"GO-20201179614","2020","2020-06-26","2048","2020","2020-06-26","2138","D32","Open Area, Park or Parking Lot","NO","NO","None","Chinese","None","None","None","None","NO","Mischief Under $5000","039","Bedford Park-Nortown (39)","039","Bedford Park-Nortown (39)","NO"
352,"GO-20201178509","2020","2020-06-26","1640","2020","2020-06-26","1749","D55","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Criminal Harassment","067","Playter Estates-Danforth (67)","067","Playter Estates-Danforth (67)","YES"
353,"GO-20201190704","2020","2020-06-28","1500","2020","2020-06-28","1509","D22","Open Area, Park or Parking Lot","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","019","Long Branch (19)","019","Long Branch (19)","NO"
354,"GO-20201189370","2020","2020-06-28","13","2020","2020-06-28","1438","D22","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","None","None","None","NO","Mischief Under $5000","019","Long Branch (19)","019","Long Branch (19)","NO"
355,"GO-20201187441","2020","2020-06-28","25","2020","2020-06-28","32","D55","Public Transportation","NO","NO","White","None","None","None","None","None","NO","Assault","068","North Riverdale (68)","068","North Riverdale (68)","YES"
356,"GO-20201203559","2020","2020-06-28","1400","2020","2020-06-30","1213","D55","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Other Christian Religion","None","None","NO","Mischief Under $5000","054","O'Connor-Parkview (54)","054","O'Connor-Parkview (54)","NO"
357,"GO-20201206515","2020","2020-06-30","1800","2020","2020-06-30","1802","D51","Streets/Roadways/Highway","NO","NO","None","Indian","None","None","None","None","NO","Assault","073","Moss Park (73)","073","Moss Park (73)","YES"
358,"GO-20201222033","2020","2020-07-02","2102","2020","2020-07-02","2102","D52","Open Area, Park or Parking Lot","NO","NO","White","None","None","None","None","None","NO","Assault With a Weapon","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","YES"
359,"GO-20201229350","2020","2020-07-03","2012","2020","2020-07-03","2012","D52","Streets/Roadways/Highway","NO","NO","None","Chinese","None","None","None","None","NO","Assault","078","Kensington-Chinatown (78)","078","Kensington-Chinatown (78)","YES"
360,"GO-20201249453","2020","2020-07-06","1730","2020","2020-07-06","1956","D51","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","None","Gay","None","NO","Criminal Harassment","071","Cabbagetown-South St.James Town (71)","071","Cabbagetown-South St.James Town (71)","NO"
361,"GO-20201246626","2020","2020-07-06","300","2020","2020-07-06","1231","D32","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Bodily Harm","040","St.Andrew-Windfields (40)","040","St.Andrew-Windfields (40)","NO"
362,"GO-20201277326","2020","2020-07-10","1000","2020","2020-07-10","1203","D52","Other Commercial / Corporate Places ","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
363,"GO-20201324981","2020","2020-07-16","1900","2020","2020-07-17","847","D42","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","None","Chinese","None","Jewish","None","None","YES","Mischief Under $5000","118","Tam O'Shanter-Sullivan (118)","118","Tam O'Shanter-Sullivan (118)","NO"
364,"GO-20201324562","2020","2020-07-17","720","2020","2020-07-17","720","D14","Public Transportation","NO","NO","Black","None","None","None","None","None","NO","Assault","095","Annex (95)","095","Annex (95)","YES"
365,"GO-20201325599","2020","2020-07-17","930","2020","2020-07-17","1146","D42","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","Jewish","None","None","YES","Mischief Under $5000","118","Tam O'Shanter-Sullivan (118)","118","Tam O'Shanter-Sullivan (118)","NO"
366,"GO-20201337494","2020","2020-07-18","2045","2020","2020-07-18","2248","D42","Streets/Roadways/Highway","NO","NO","East/Southeast Asian","None","None","None","None","None","NO","Assault","147","L'Amoreaux West (147)","117","L'Amoreaux (117)","NO"
367,"GO-20201341509","2020","2020-07-19","1327","2020","2020-07-19","1603","D52","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","165","Harbourfront-CityPlace (165)","077","Waterfront Communities-The Island (77)","NO"
368,"GO-20201348464","2020","2020-07-20","1320","2020","2020-07-20","1550","D55","Public Transportation","NO","NO","None","None","None","None","Gay","None","NO","Uttering Threats - Bodily Harm","063","The Beaches (63)","063","The Beaches (63)","NO"
369,"GO-20201366127","2020","2020-07-22","2223","2020","2020-07-22","2223","D41","Public Transportation","NO","NO","None","Indian","None","None","None","None","NO","Assault","124","Kennedy Park (124)","124","Kennedy Park (124)","YES"
370,"GO-20201362209","2020","2020-07-22","900","2020","2020-07-22","1130","D22","Government Building (Courthouse, Museums, Parliament Building, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Wilful Promotion of Hatred","160","Mimico-Queensway (160)","017","Mimico (includes Humber Bay Shores) (17)","NO"
371,"GO-20201395720","2020","2020-07-23","1140","2020","2020-07-27","821","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","Black","None","None","None","None","None","NO","Harassing Communications","027","York University Heights (27)","027","York University Heights (27)","NO"
372,"GO-20201370673","2020","2020-07-23","1440","2020","2020-07-23","1534","D11","House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)","NO","NO","Black","None","None","None","None","None","NO","Disturbing Religious Worship Or Certain Meetings","088","High Park North (88)","088","High Park North (88)","NO"
373,"GO-20201472966","2020","2020-07-27","1950","2020","2020-08-07","925","D53","Public Transportation","NO","NO","White","None","None","None","None","None","NO","Assault With a Weapon","100","Yonge-Eglinton (100)","100","Yonge-Eglinton (100)","NO"
374,"GO-20201422468","2020","2020-07-30","2150","2020","2020-07-30","2258","D31","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","027","York University Heights (27)","027","York University Heights (27)","NO"
375,"GO-20201447775","2020","2020-07-30","2200","2020","2020-08-03","1904","D22","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","161","Humber Bay Shores (161)","017","Mimico (includes Humber Bay Shores) (17)","NO"
376,"GO-20201426860","2020","2020-07-31","1300","2020","2020-07-31","1911","D51","Streets/Roadways/Highway","NO","NO","None","None","None","None","None","Transgender Woman (Identifies As Woman)","NO","Criminal Harassment","074","North St.James Town (74)","074","North St.James Town (74)","NO"
377,"GO-20201438881","2020","2020-07-31","1306","2020","2020-08-02","823","D32","Apartment Building (Condo, Retirement Buidling, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Uttering Threats - Property","039","Bedford Park-Nortown (39)","039","Bedford Park-Nortown (39)","NO"
378,"GO-20201623706","2020","2020-08-01","0","2020","2020-08-28","1617","D43","Educational Institution (Universities, Colleges, Schools, etc.)","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","134","Highland Creek (134)","134","Highland Creek (134)","NO"
379,"GO-20201565183","2020","2020-08-06","1200","2020","2020-08-20","1052","D31","Streets/Roadways/Highway","NO","NO","None","None","None","Muslim","None","None","NO","Uttering Threats - Bodily Harm","027","York University Heights (27)","027","York University Heights (27)","NO"
380,"GO-20201474847","2020","2020-08-07","1408","2020","2020-08-07","1553","D52","Business/Retail","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
381,"GO-20201514928","2020","2020-08-11","800","2020","2020-08-13","902","D32","Open Area, Park or Parking Lot","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Over $5000","151","Yonge-Doris (151)","051","Willowdale East (51)","NO"
382,"GO-20201523993","2020","2020-08-11","1230","2020","2020-08-14","1430","D52","Other Commercial / Corporate Places ","NO","NO","Black, South Asian","None","None","None","None","None","YES","Uttering Threats - Bodily Harm","170","Yonge-Bay Corridor (170)","076","Bay Street Corridor (76)","NO"
383,"GO-20201507570","2020","2020-08-12","820","2020","2020-08-12","820","D55","Streets/Roadways/Highway","NO","NO","None","None","None","Jewish","None","None","NO","Mischief Under $5000","068","North Riverdale (68)","068","North Riverdale (68)","NO"
